trp_player|Игрок
trp_prussian_hussar_mhr_nco_pl|Сержант
trp_prussian_hussar_mhr_officer|10-й Магдебургский гусарский полк
trp_prussian_hussar_mhr_officer_pl|Офицер
trp_prussian_hussar_mhr_trumpet|10-й Магдебургский гусарский полк
trp_prussian_hussar_mhr_trumpet_pl|Трубач
trp_prussian_hussar_mhr_elite|Magdeburgisches Husaren-Regiment Nr.10
trp_prussian_hussar_mhr_elite_pl|Охотник-волонтер
trp_austrian_32|32-й пехотный полк Эстерхази
trp_austrian_32_pl|Линейная пехота
trp_austrian_32_flag_bearer|32-й пехотный полк Эстерхази
trp_austrian_32_flag_bearer_pl|Знаменосец
trp_austrian_32_nco|32-й пехотный полк Эстерхази
trp_austrian_32_nco_pl|Сержант
trp_austrian_32_officer|32-й пехотный полк Эстерхази
trp_austrian_32_officer_pl|Офицер
trp_austrian_32_drum|32-й пехотный полк Эстерхази
trp_austrian_32_drum_pl|Барабанщик
trp_austrian_32_flute|32-й пехотный полк Эстерхази
trp_austrian_32_flute_pl|Флейтист
trp_italian_infantry1|1-й пехотный полк 'Мантуя'
trp_italian_infantry1_pl|Линейная пехота
trp_italian_infantry1_flag_bearer|1-й пехотный полк 'Мантуя'
trp_italian_infantry1_flag_bearer_pl|Знаменосец
trp_italian_infantry1_nco|1-й пехотный полк 'Мантуя'
trp_italian_infantry1_nco_pl|Сержант
trp_italian_infantry1_officer|1-й пехотный полк 'Мантуя'
trp_italian_infantry1_officer_pl|Офицер
trp_italian_infantry1_drum|1-й пехотный полк 'Мантуя'
trp_italian_infantry1_drum_pl|Барабанщик
trp_italian_infantry1_flute|1-й пехотный полк 'Мантуя'
trp_italian_infantry1_flute_pl|Флейтист
trp_italian_infantry2|2-й пехотный полк 'Феррара'
trp_italian_infantry2_pl|Линейная пехота
trp_italian_infantry2_flag_bearer|2-й пехотный полк 'Феррара'
trp_italian_infantry2_flag_bearer_pl|Знаменосец
trp_italian_infantry2_nco|2-й пехотный полк 'Феррара'
trp_italian_infantry2_nco_pl|Сержант
trp_italian_infantry2_officer|2-й пехотный полк 'Феррара'
trp_italian_infantry2_officer_pl|Офицер
trp_italian_infantry2_drum|2-й пехотный полк 'Феррара'
trp_italian_infantry2_drum_pl|Барабанщик
trp_italian_infantry2_flute|2-й пехотный полк 'Феррара'
trp_italian_infantry2_flute_pl|Флейтист
trp_italian_infantry3|3-й пехотный полк 'Милан'
trp_italian_infantry3_pl|Линейная пехота
trp_italian_infantry3_flag_bearer|3-й пехотный полк 'Милан'
trp_italian_infantry3_flag_bearer_pl|Знаменосец
trp_italian_infantry3_nco|3-й пехотный полк 'Милан'
trp_italian_infantry3_nco_pl|Сержант
trp_italian_infantry3_officer|3-й пехотный полк 'Милан'
trp_italian_infantry3_officer_pl|Офицер
trp_italian_infantry3_drum|3-й пехотный полк 'Милан'
trp_italian_infantry3_drum_pl|Барабанщик
trp_italian_infantry3_flute|3-й пехотный полк 'Милан'
trp_italian_infantry3_flute_pl|Флейтист
trp_italian_infantry4|Призывники Королевской гвардии
trp_italian_infantry4_pl|Линейная пехота
trp_italian_infantry4_flag_bearer|Призывники Королевской гвардии
trp_italian_infantry4_flag_bearer_pl|Знаменосец
trp_italian_infantry4_nco|Призывники Королевской гвардии
trp_italian_infantry4_nco_pl|Сержант
trp_italian_infantry4_officer|Призывники Королевской гвардии
trp_italian_infantry4_officer_pl|Офицер
trp_italian_infantry4_drum|Призывники Королевской гвардии
trp_italian_infantry4_drum_pl|Барабанщик
trp_italian_infantry4_flute|Призывники Королевской гвардии
trp_italian_infantry4_flute_pl|Флейтист
trp_italian_infantry5|Колониальный полк
trp_italian_infantry5_pl|Линейная пехота
trp_italian_infantry5_flag_bearer|Колониальный полк
trp_italian_infantry5_flag_bearer_pl|Знаменосец
trp_italian_infantry5_nco|Колониальный полк
trp_italian_infantry5_nco_pl|Сержант
trp_italian_infantry5_officer|Колониальный полк
trp_italian_infantry5_officer_pl|Офицер
trp_italian_infantry5_drum|Колониальный полк
trp_italian_infantry5_drum_pl|Барабанщик
trp_italian_infantry5_flute|Колониальный полк
trp_italian_infantry5_flute_pl|Флейтист
trp_italian_foot_guard1|Пехотные гренадеры Королевской гвардии
trp_italian_foot_guard1_pl|Пешая гвардия
trp_italian_foot_guard1_flag_bearer|Пехотные гренадеры Королевской гвардии
trp_italian_foot_guard1_flag_bearer_pl|Знаменосец
trp_italian_foot_guard1_nco|Пехотные гренадеры Королевской гвардии
trp_italian_foot_guard1_nco_pl|Сержант
trp_italian_foot_guard1_officer|Пехотные гренадеры Королевской гвардии
trp_italian_foot_guard1_officer_pl|Офицер
trp_italian_foot_guard1_drum|Пехотные гренадеры Королевской гвардии
trp_italian_foot_guard1_drum_pl|Барабанщик
trp_italian_foot_guard1_flute|Пехотные гренадеры Королевской гвардии
trp_italian_foot_guard1_flute_pl|Флейтист
trp_italian_foot_guard2|Велити Королевской гвардии
trp_italian_foot_guard2_pl|Пешая гвардия
trp_italian_foot_guard2_flag_bearer|Велити Королевской гвардии
trp_italian_foot_guard2_flag_bearer_pl|Знаменосец
trp_italian_foot_guard2_nco|Велити Королевской гвардии
trp_italian_foot_guard2_nco_pl|Сержант
trp_italian_foot_guard2_officer|Велити Королевской гвардии
trp_italian_foot_guard2_officer_pl|Офицер
trp_italian_foot_guard2_drum|Велити Королевской гвардии
trp_italian_foot_guard2_drum_pl|Барабанщик
trp_italian_foot_guard2_flute|Велити Королевской гвардии
trp_italian_foot_guard2_flute_pl|Флейтист
trp_italian_foot_guard3|Национальная гвардия Милана
trp_italian_foot_guard3_pl|Пешая гвардия
trp_italian_foot_guard3_flag_bearer|Национальная гвардия Милана
trp_italian_foot_guard3_flag_bearer_pl|Знаменосец
trp_italian_foot_guard3_nco|Национальная гвардия Милана
trp_italian_foot_guard3_nco_pl|Сержант
trp_italian_foot_guard3_officer|Национальная гвардия Милана
trp_italian_foot_guard3_officer_pl|Офицер
trp_italian_foot_guard3_drum|Национальная гвардия Милана
trp_italian_foot_guard3_drum_pl|Барабанщик
trp_italian_foot_guard3_flute|Национальная гвардия Милана
trp_italian_foot_guard3_flute_pl|Флейтист
trp_italian_light|-й полк лeгкой пехоты 'Реал Брешиано'
trp_italian_light_pl|Лeгкая пехота
trp_italian_light_flag_bearer|-й полк лeгкой пехоты 'Реал Брешиано'
trp_italian_light_flag_bearer_pl|Знаменосец
trp_italian_light_nco|-й полк лeгкой пехоты 'Реал Брешиано'
trp_italian_light_nco_pl|Сержант
trp_italian_light_officer|-й полк лeгкой пехоты 'Реал Брешиано'
trp_italian_light_officer_pl|Офицер
trp_italian_light_horn|-й полк лeгкой пехоты 'Реал Брешиано'
trp_italian_light_horn_pl|Горнист
trp_italian_rifle|Берсальеры из Брешии
trp_italian_rifle_pl|Стрелки
trp_italian_rifle_flag_bearer|Берсальеры из Брешии
trp_italian_rifle_flag_bearer_pl|Знаменосец
trp_italian_rifle_nco|Берсальеры из Брешии
trp_italian_rifle_nco_pl|Сержант
trp_italian_rifle_officer|Берсальеры из Брешии
trp_italian_rifle_officer_pl|Офицер
trp_italian_rifle_horn|Берсальеры из Брешии
trp_italian_rifle_horn_pl|Горнист
trp_italian_hussar1|1-й конный охотничий полк 'Итальянский королевский'
trp_italian_hussar1_pl|Гусары
trp_italian_hussar1_flag_bearer|1-й конный охотничий полк 'Итальянский королевский'
trp_italian_hussar1_flag_bearer_pl|Знаменосец
trp_italian_hussar1_nco|1-й конный охотничий полк 'Итальянский королевский'
trp_italian_hussar1_nco_pl|Сержант
trp_italian_hussar1_officer|1-й конный охотничий полк 'Итальянский королевский'
trp_italian_hussar1_officer_pl|Офицер
trp_italian_hussar1_trumpet|1-й конный охотничий полк 'Итальянский королевский'
trp_italian_hussar1_trumpet_pl|Трубач
trp_italian_hussar2|2-й конный охотничий полк 'Королевский принц'
trp_italian_hussar2_pl|Гусары
trp_italian_hussar2_flag_bearer|2-й конный охотничий полк 'Королевский принц'
trp_italian_hussar2_flag_bearer_pl|Знаменосец
trp_italian_hussar2_nco|2-й конный охотничий полк 'Королевский принц'
trp_italian_hussar2_nco_pl|Сержант
trp_italian_hussar2_officer|2-й конный охотничий полк 'Королевский принц'
trp_italian_hussar2_officer_pl|Офицер
trp_italian_hussar2_trumpet|2-й конный охотничий полк 'Королевский принц'
trp_italian_hussar2_trumpet_pl|Трубач
trp_italian_dragoon|1-й драгунский полк 'Королева'
trp_italian_dragoon_pl|Драгуны
trp_italian_dragoon_flag_bearer|1-й драгунский полк 'Королева'
trp_italian_dragoon_flag_bearer_pl|Знаменосец
trp_italian_dragoon_nco|1-й драгунский полк 'Королева'
trp_italian_dragoon_nco_pl|Сержант
trp_italian_dragoon_officer|1-й драгунский полк 'Королева'
trp_italian_dragoon_officer_pl|Офицер
trp_italian_dragoon_trumpet|1-й драгунский полк 'Королева'
trp_italian_dragoon_trumpet_pl|Трубач
trp_italian_cuirassier1|Королевский почетный караул 'Брешиа'
trp_italian_cuirassier1_pl|Тяжелая кавалерия
trp_italian_cuirassier1_flag_bearer|Королевский почетный караул 'Брешиа'
trp_italian_cuirassier1_flag_bearer_pl|Знаменосец
trp_italian_cuirassier1_nco|Королевский почетный караул 'Брешиа'
trp_italian_cuirassier1_nco_pl|Сержант
trp_italian_cuirassier1_officer|Королевский почетный караул 'Брешиа'
trp_italian_cuirassier1_officer_pl|Офицер
trp_italian_cuirassier1_trumpet|Королевский почетный караул 'Брешиа'
trp_italian_cuirassier1_trumpet_pl|Трубач
trp_italian_cuirassier2|Элитная жандармерия Королевской гвардии
trp_italian_cuirassier2_pl|Тяжелая кавалерия
trp_italian_cuirassier2_flag_bearer|Элитная жандармерия Королевской гвардии
trp_italian_cuirassier2_flag_bearer_pl|Знаменосец
trp_italian_cuirassier2_nco|Элитная жандармерия Королевской гвардии
trp_italian_cuirassier2_nco_pl|Сержант
trp_italian_cuirassier2_officer|Элитная жандармерия Королевской гвардии
trp_italian_cuirassier2_officer_pl|Офицер
trp_italian_cuirassier2_trumpet|Элитная жандармерия Королевской гвардии
trp_italian_cuirassier2_trumpet_pl|Трубач
trp_italian_arty|Пехотный артиллерийский полк
trp_italian_arty_pl|Артиллерия
trp_italian_arty_guard|Пехотный артиллерийский полк
trp_italian_arty_guard_pl|Вооруженные артиллеристы
trp_italian_arty_flag_bearer|Пехотный артиллерийский полк
trp_italian_arty_flag_bearer_pl|Знаменосец
trp_italian_arty_nco|Пехотный артиллерийский полк
trp_italian_arty_nco_pl|Ездовой артиллерийского поезда
trp_italian_arty_officer|Пехотный артиллерийский полк
trp_italian_arty_officer_pl|Офицер
trp_italian_horseart|Конный артиллерийский полк
trp_italian_horseart_pl|Конная артиллерия
trp_italian_horseart_guard|Конный артиллерийский полк
trp_italian_horseart_guard_pl|Вооруженные артиллеристы
trp_italian_horseart_flag_bearer|Конный артиллерийский полк
trp_italian_horseart_flag_bearer_pl|Знаменосец
trp_italian_horseart_nco|Конный артиллерийский полк
trp_italian_horseart_nco_pl|Ездовой артиллерийского поезда
trp_italian_horseart_officer|Конный артиллерийский полк
trp_italian_horseart_officer_pl|Офицер
trp_italian_medic|Хирург
trp_italian_medic_pl|Хирурги
trp_italian_sapper|Сапeр
trp_italian_sapper_pl|Инженер
trp_italian_horse_sapper|Сапeр
trp_italian_horse_sapper_pl|конный сапер
trp_italian_ship_marine|Корабельный экипаж
trp_italian_ship_marine_pl|Морской пехотинец
trp_italian_ship_flag_bearer|Корабельный экипаж
trp_italian_ship_flag_bearer_pl|Знаменосец
trp_italian_ship|Корабельный экипаж
trp_italian_ship_pl|Корабельный экипаж
trp_italian_ship_cannon|Корабельный экипаж
trp_italian_ship_cannon_pl|Морская артиллерия
trp_italian_ship_captain|Корабельный экипаж
trp_italian_ship_captain_pl|Капитан
trp_italian_general|Eugène de Beauharnais, Вице-король Италии
trp_italian_general_pl|Генерал
trp_rhine_infantry_saxony2|8-й Пехотный полк фон Рехцен, Саксония
trp_rhine_infantry_saxony2_pl|Линейная пехота
trp_rhine_infantry_saxony2_flag_bearer|8-й Пехотный полк фон Рехцен, Саксония
trp_rhine_infantry_saxony2_flag_bearer_pl|Знаменосец
trp_rhine_infantry_saxony2_nco|8-й Пехотный полк фон Рехцен, Саксония
trp_rhine_infantry_saxony2_nco_pl|Сержант
trp_rhine_infantry_saxony2_officer|8-й Пехотный полк фон Рехцен, Саксония
trp_rhine_infantry_saxony2_officer_pl|Офицер
trp_rhine_infantry_saxony2_drum|8-й Пехотный полк фон Рехцен, Саксония
trp_rhine_infantry_saxony2_drum_pl|Барабанщик
trp_rhine_infantry_saxony2_flute|8-й Пехотный полк фон Рехцен, Саксония
trp_rhine_infantry_saxony2_flute_pl|Флейтист
trp_rhine_westphalian_hussar|2-й гусарский полк, Вестфалия
trp_rhine_westphalian_hussar_pl|Гусары
trp_rhine_westphalian_hussar_flag_bearer|2-й гусарский полк, Вестфалия
trp_rhine_westphalian_hussar_flag_bearer_pl|Знаменосец
trp_rhine_westphalian_hussar_nco|2-й гусарский полк, Вестфалия
trp_rhine_westphalian_hussar_nco_pl|Сержант
trp_rhine_westphalian_hussar_officer|2-й гусарский полк, Вестфалия
trp_rhine_westphalian_hussar_officer_pl|Офицер
trp_rhine_westphalian_hussar_trumpet|2-й гусарский полк, Вестфалия
trp_rhine_westphalian_hussar_trumpet_pl|Трубач
trp_rhine_infantry_waldeck|Пехотный батальон княжеств Уолдек
trp_rhine_infantry_waldeck_pl|Линейная пехота
trp_rhine_infantry_waldeck_flag_bearer|Пехотный батальон княжеств Уолдек
trp_rhine_infantry_waldeck_flag_bearer_pl|Знаменосец
trp_rhine_infantry_waldeck_nco|Пехотный батальон княжеств Уолдек
trp_rhine_infantry_waldeck_nco_pl|Сержант
trp_rhine_infantry_waldeck_officer|Пехотный батальон княжеств Уолдек
trp_rhine_infantry_waldeck_officer_pl|Офицер
trp_rhine_infantry_waldeck_drum|Пехотный батальон княжеств Уолдек
trp_rhine_infantry_waldeck_drum_pl|Барабанщик
trp_rhine_infantry_waldeck_flute|Пехотный батальон княжеств Уолдек
trp_rhine_infantry_waldeck_flute_pl|Флейтист
trp_rhine_wurt_guard|Пеший караульный, Вюртемберг
trp_rhine_wurt_guard_pl|Пешая гвардия
trp_rhine_wurt_guard_flag_bearer|Пеший караульный, Вюртемберг
trp_rhine_wurt_guard_flag_bearer_pl|Знаменосец
trp_rhine_wurt_guard_nco|Пеший караульный, Вюртемберг
trp_rhine_wurt_guard_nco_pl|Сержант
trp_rhine_wurt_guard_officer|Пеший караульный, Вюртемберг
trp_rhine_wurt_guard_officer_pl|Офицер
trp_rhine_wurt_guard_drum|Пеший караульный, Вюртемберг
trp_rhine_wurt_guard_drum_pl|Барабанщик
trp_rhine_wurt_guard_flute|Пеший караульный, Вюртемберг
trp_rhine_wurt_guard_flute_pl|Флейтист
trp_russian_ship_marine|Корабельный экипаж
trp_russian_ship_marine_pl|Морской пехотинец
trp_russian_ship_flag_bearer|Корабельный экипаж
trp_russian_ship_flag_bearer_pl|Знаменосец
trp_russian_ship|Корабельный экипаж
trp_russian_ship_pl|Корабельный экипаж
trp_russian_ship_cannon|Корабельный экипаж
trp_russian_ship_cannon_pl|Морская артиллерия
trp_russian_ship_captain|Корабельный экипаж
trp_russian_ship_captain_pl|Капитан
trp_companion_1|Raphael Martin
trp_companion_1_pl|Raphael Martin
trp_companion_2|Clement Bernard
trp_companion_2_pl|Clement Bernard
trp_companion_3|Maxim Munnig Schmidt
trp_companion_3_pl|Maxime Petit
trp_companion_4|Alexandre Durand
trp_companion_4_pl|Alexandre Durand
trp_companion_5|Antoine Richard
trp_companion_5_pl|Antoine Richard
trp_companion_6|Alexis Moreau
trp_companion_6_pl|Alexis Moreau
trp_companion_7|Jules Dubois
trp_companion_7_pl|Jules Dubois
trp_companion_8|Matteo Robert
trp_companion_8_pl|Matteo Robert
trp_companion_9|Julien Laurent
trp_companion_9_pl|Julien Laurent
trp_companion_10|Samuel Simon
trp_companion_10_pl|Samuel Simon
trp_companion_11|Noe Michel
trp_companion_11_pl|Noe Michel
trp_companion_12|Corentin Leroy
trp_companion_12_pl|Corentin Leroy
trp_companion_13|Jeremy Garcia
trp_companion_13_pl|Jeremy Garcia
trp_companion_14|Charles Lefebvre
trp_companion_14_pl|Charles Lefebvre
trp_companion_15|Eliott Roux
trp_companion_15_pl|Eliott Roux
trp_companion_16|Theo David
trp_companion_16_pl|Theo David
trp_companion_17|Romain Bertrand
trp_companion_17_pl|Romain Bertrand
trp_companion_18|Quentin Fournier
trp_companion_18_pl|Quentin Fournier
trp_companion_19|Girard Baptiste
trp_companion_19_pl|Girard Baptiste
trp_companion_20|Valentin Bonnet
trp_companion_20_pl|Valentin Bonnet
trp_companion_21|Nico Kamps
trp_companion_21_pl|Nicolas Morel
trp_companion_22|Mael Rousseau
trp_companion_22_pl|Mael Rousseau
trp_companion_23|Pierre Lambert
trp_companion_23_pl|Pierre Lambert
trp_companion_24|Marius Blanc
trp_companion_24_pl|Marius Blanc
trp_companion_25|Remi Thomas
trp_companion_25_pl|Remi Thomas
trp_companion_26|Benjamin Aguillon
trp_companion_26_pl|Benjamin Aguillon
trp_companion_27|Maxence Beauregard
trp_companion_27_pl|Maxence Beauregard
trp_companion_28|Axel Lemieux
trp_companion_28_pl|Axel Lemieux
trp_companion_29|Jules Plantier
trp_companion_29_pl|Jules Plantier
trp_companion_30|Martin Roche
trp_companion_30_pl|Martin Roche
trp_companions_end|companions end
trp_companions_end_pl|companions end
trp_walker_french_infantry|Infantryman
trp_walker_french_infantry_pl|Infantry
trp_walker_french_voltigeur|Voltigeur
trp_walker_french_voltigeur_pl|Voltigeurs
trp_walker_french_hussar|Hussar
trp_walker_french_hussar_pl|Hussars
trp_walker_french_officer|Officer
trp_walker_french_officer_pl|officers
trp_walker_messenger|Messenger
trp_walker_messenger_pl|Messenger
trp_walker_peasant_male|Peasant
trp_walker_peasant_male_pl|Peasants
trp_walker_peasant_female|Peasant
trp_walker_peasant_female_pl|Peasants
trp_walkers_end|walkers end
trp_walkers_end_pl|walkers end
trp_camp_armorer|Tailor
trp_camp_weaponsmith|Weapon Merchant
trp_camp_horse_merchant|Horse Merchant
trp_merchants_end|merchants end
trp_merchants_end_pl|merchants en
