stringsfile version 1
1889
str_no_string NO_STRING!
str_admin_set_mod_variable_rlb_respawn_time_general_s0_reg1 {s0}_set_the_respawn_time_for_general_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_spawn_size_s0_reg1 {s0}_set_the_size_of_the_spawn_area_to_{reg1}_meters.
str_admin_set_mod_variable_rlb_nb_allies_for_respawn_s0_reg1 {s0}_set_minimum_number_of_allies_around_flag_for_respawn_to_{reg1}.
str_admin_set_mod_variable_rlb_allow_spawn_close_enemies_activated_s0_reg1 {s0}_activated_respawn_when_enemies_are_nearby.
str_admin_set_mod_variable_rlb_allow_spawn_close_enemies_deactivated_s0_reg1 {s0}_deactivated_respawn_when_enemies_are_nearby.
str_admin_set_mod_variable_rlb_no_damage_in_spawn_area_activated_s0_reg1 {s0}_deactivated_damages_inside_the_spawn_area.
str_admin_set_mod_variable_rlb_no_damage_in_spawn_area_deactivated_s0_reg1 {s0}_activated_damages_inside_the_spawn_area.
str_admin_set_mod_variable_rlb_remove_flag_time_s0_reg1 {s0}_set_the_time_to_remove_a_dropped_flag_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_capture_flag_time_s0_reg1 {s0}_set_the_time_to_capture_a_flag_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_flag_cost_is_variable_activated_s0_reg1 {s0}_set_the_flag_cost_to_variable.
str_admin_set_mod_variable_rlb_flag_cost_is_variable_deactivated_s0_reg1 {s0}_set_the_flag_cost_to_a_fixed_value.
str_admin_set_mod_variable_rlb_flag_cost_fixed_s0_reg1 {s0}_set_the_flag_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_flag_cost_variable_s0_reg1 {s0}_set_the_flag_cost_to_{reg1}_times_the_total_unit_cost.
str_admin_set_mod_variable_rlb_flag_cost_variable_max_deactivated_s0_reg1 {s0}_set_no_maximum_flag_cost.
str_admin_set_mod_variable_rlb_flag_cost_variable_max_activated_s0_reg1 {s0}_set_the_maximum_flag_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_flag_cost_variable_min_s0_reg1 {s0}_set_the_minimum_flag_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_flag_earn_tickets_s0_reg1 {s0}_set_captured_flags_to_make_the_capturing_team_earn_tickets.
str_admin_set_mod_variable_rlb_flag_lose_tickets_s0_reg1 {s0}_set_captured_flags_to_make_their_team_lose_tickets.
str_admin_set_mod_variable_rlb_cav_can_carry_flags_s0_reg1 {s0}_allowed_cavalrymen_to_carry_flags_on_horseback.
str_admin_set_mod_variable_rlb_cav_cannot_carry_flags_s0_reg1 {s0}_forbade_cavalrymen_from_carrying_flags_on_horseback_other_than_their_own.
str_admin_set_mod_variable_rlb_no_tk_on_flag_bearer_s0_reg1 {s0}_forbade_teamkill_on_flag_bearers.
str_admin_set_mod_variable_rlb_tk_ok_on_flag_bearer_s0_reg1 {s0}_allowed_teamkill_on_flag_bearers.
str_admin_set_mod_variable_rlb_slay_respawn_time_s0_reg1 {s0}_set_the_respawn_time_for_slain_players_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_slay_respawn_tickets_multiplicator_s0_reg1 {s0}_set_the_cost_for_respawning_slain_players_to_{reg1}_times_their_original_cost.
str_admin_set_mod_variable_rlb_anti_fic_line_activated_s0_reg1 {s0}_activated_anti-FIC_for_lines.
str_admin_set_mod_variable_rlb_anti_fic_line_deactivated_s0_reg1 {s0}_deactivated_anti-FIC_for_lines.
str_admin_set_mod_variable_rlb_anti_fic_light_activated_s0_reg1 {s0}_activated_anti-FIC_for_lights.
str_admin_set_mod_variable_rlb_anti_fic_light_deactivated_s0_reg1 {s0}_deactivated_anti-FIC_for_lights.
str_admin_set_mod_variable_rlb_anti_fic_rifle_activated_s0_reg1 {s0}_activated_anti-FIC_for_rifles.
str_admin_set_mod_variable_rlb_anti_fic_rifle_deactivated_s0_reg1 {s0}_deactivated_anti-FIC_for_rifles.
str_admin_set_mod_variable_rlb_anti_fic_cav_activated_s0_reg1 {s0}_activated_anti-FIC_for_cav.
str_admin_set_mod_variable_rlb_anti_fic_cav_deactivated_s0_reg1 {s0}_deactivated_anti-FIC_for_cav.
str_admin_set_mod_variable_rlb_anti_fic_arty_activated_s0_reg1 {s0}_activated_anti-FIC_for_arty.
str_admin_set_mod_variable_rlb_anti_fic_arty_deactivated_s0_reg1 {s0}_deactivated_anti-FIC_for_arty.
str_admin_set_mod_variable_rlb_anti_fol_line_deactivated_s0_reg1 {s0}_deactivated_anti-FOL_for_lines.
str_admin_set_mod_variable_rlb_anti_fol_line_activated_s0_reg1 {s0}_set_the_max_distance_between_line_players_to_{reg1}_meters_(anti-FOL).
str_admin_set_mod_variable_rlb_anti_fol_light_deactivated_s0_reg1 {s0}_deactivated_anti-FOL_for_lights.
str_admin_set_mod_variable_rlb_anti_fol_light_activated_s0_reg1 {s0}_set_the_max_distance_between_lights_players_to_{reg1}_meters_(anti-FOL).
str_admin_set_mod_variable_rlb_anti_fol_rifle_deactivated_s0_reg1 {s0}_deactivated_anti-FOL_for_rifles.
str_admin_set_mod_variable_rlb_anti_fol_rifle_activated_s0_reg1 {s0}_set_the_max_distance_between_rifle_players_to_{reg1}_meters_(anti-FOL).
str_admin_set_mod_variable_rlb_anti_fol_cav_deactivated_s0_reg1 {s0}_deactivated_anti-FOL_for_cav.
str_admin_set_mod_variable_rlb_anti_fol_cav_activated_s0_reg1 {s0}_set_the_max_distance_between_cav_players_to_{reg1}_meters_(anti-FOL).
str_admin_set_mod_variable_rlb_anti_fol_arty_deactivated_s0_reg1 {s0}_deactivated_anti-FOL_for_arty.
str_admin_set_mod_variable_rlb_anti_fol_arty_activated_s0_reg1 {s0}_set_the_max_distance_between_arty_players_to_{reg1}_meters_(anti-FOL).
str_admin_set_mod_variable_crouch_line_activated_s0_reg1 {s0}_activated_crouching_for_lines.
str_admin_set_mod_variable_crouch_line_deactivated_s0_reg1 {s0}_deactivated_crouching_for_lines.
str_admin_set_mod_variable_crouch_light_activated_s0_reg1 {s0}_activated_crouching_for_lights.
str_admin_set_mod_variable_crouch_light_deactivated_s0_reg1 {s0}_deactivated_crouching_for_lights.
str_admin_set_mod_variable_crouch_rifle_activated_s0_reg1 {s0}_activated_crouching_for_rifles.
str_admin_set_mod_variable_crouch_rifle_deactivated_s0_reg1 {s0}_deactivated_crouching_for_rifles.
str_admin_set_mod_variable_crouch_cav_activated_s0_reg1 {s0}_activated_crouching_for_cav.
str_admin_set_mod_variable_crouch_cav_deactivated_s0_reg1 {s0}_deactivated_crouching_for_cav.
str_admin_set_mod_variable_crouch_arty_activated_s0_reg1 {s0}_activated_crouching_for_arty.
str_admin_set_mod_variable_crouch_arty_deactivated_s0_reg1 {s0}_deactivated_crouching_for_arty.
str_admin_set_mod_variable_crouch_sapper_activated_s0_reg1 {s0}_activated_crouching_for_sappers.
str_admin_set_mod_variable_crouch_sapper_deactivated_s0_reg1 {s0}_deactivated_crouching_for_sappers.
str_admin_set_mod_variable_crouch_medic_activated_s0_reg1 {s0}_activated_crouching_for_medics.
str_admin_set_mod_variable_crouch_medic_deactivated_s0_reg1 {s0}_deactivated_crouching_for_medics.
str_admin_set_mod_variable_crouch_general_activated_s0_reg1 {s0}_activated_crouching_for_generals.
str_admin_set_mod_variable_crouch_general_deactivated_s0_reg1 {s0}_deactivated_crouching_for_generals.
str_admin_set_mod_variable_activated_proximity_chat_s0_reg1 {s0}_activated_the_proximity_chat.
str_admin_set_mod_variable_deactivated_proximity_chat_s0_reg1 {s0}_deactivated_the_proximity_chat.
str_admin_set_mod_variable_activated_officer_chat_s0_reg1 {s0}_activated_the_officer_chat.
str_admin_set_mod_variable_deactivated_officer_chat_s0_reg1 {s0}_deactivated_the_officer_chat.
str_admin_set_mod_variable_activated_admin_chat_s0_reg1 {s0}_activated_the_admin_chat.
str_admin_set_mod_variable_deactivated_admin_chat_s0_reg1 {s0}_deactivated_the_admin_chat.
str_admin_set_mod_variable_activated_silent_admin_chat_s0_reg1 {s0}_activated_the_silent_admin_chat.
str_admin_set_mod_variable_deactivated_silent_admin_chat_s0_reg1 {s0}_deactivated_the_silent_admin_chat.
str_admin_set_mod_variable_activated_inter_admin_chat_s0_reg1 {s0}_activated_the_inter_admin_chat.
str_admin_set_mod_variable_deactivated_inter_admin_chat_s0_reg1 {s0}_deactivated_the_inter_admin_chat.
str_admin_set_mod_variable_activated_whisper_s0_reg1 {s0}_activated_the_whispers.
str_admin_set_mod_variable_deactivated_whisper_s0_reg1 {s0}_deactivated_the_whispers.
str_admin_set_mod_variable_banhammer_effect_s0_s10 {s0}_set_the_Ban_Hammer_effect_to_{s10}.
str_admin_set_mod_variable_explosive_crate_activated_s0_reg1 {s0}_activated_the_explosive_crates.
str_admin_set_mod_variable_explosive_crate_deactivated_s0_reg1 {s0}_deactivated_the_explosive_crates.
str_admin_set_mod_variable_rlb_anti_fol_other_units_activated_s0_reg1 {s0}_extended_anti-FOL_to_players_of_different_units_shooting_side_by_side.
str_admin_set_mod_variable_rlb_anti_fol_other_units_deactivated_s0_reg1 {s0}_limited_anti-FOL_to_players_of_the_same_units.
str_admin_set_mod_variable_rlb_allow_oa_all_the_time_activated_s0_reg1 {s0}_allowed_OA.
str_admin_set_mod_variable_rlb_allow_oa_all_the_time_deactivated_s0_reg1 {s0}_forbade_OA.
str_admin_set_mod_variable_rlb_allow_oa_off_musket_activated_s0_reg1 {s0}_allowed_OA_when_the_officer_is_carrying_a_musket/rifle.
str_admin_set_mod_variable_rlb_allow_oa_off_musket_deactivated_s0_reg1 {s0}_forbade_OA_when_the_officer_is_carrying_a_musket/rifle.
str_admin_set_mod_variable_rlb_allow_oa_off_close_deactivated_s0_reg1 {s0}_forbade_OA_even_if_the_officer_is_close.
str_admin_set_mod_variable_rlb_allow_oa_off_close_activated_s0_reg1 {s0}_allowed_OA_when_the_officer_is_closer_than_{reg1}_meters.
str_admin_set_mod_variable_rlb_allow_oa_off_far_deactivated_s0_reg1 {s0}_forbade_OA_even_if_the_officer_is_far.
str_admin_set_mod_variable_rlb_allow_oa_off_far_activated_s0_reg1 {s0}_allowed_OA_when_the_officer_is_farther_than_{reg1}_meters.
str_admin_set_mod_variable_rlb_rambo_activated_s0_reg1 {s0}_activated_the_anti-rambo_rule.
str_admin_set_mod_variable_rlb_rambo_deactivated_s0_reg1 {s0}_deactivated_the_anti-rambo_rule
str_admin_set_mod_variable_rlb_rambo_line_deactivated_s0_reg1 {s0}_deactivated_the_anti-rambo_rule_for_line_infantry.
str_admin_set_mod_variable_rlb_rambo_distance_line_s0_reg1 {s0}_set_the_max_distance_between_players_before_rambo_for_line_infantry_to_{reg1}_meters.
str_admin_set_mod_variable_rlb_rambo_light_deactivated_s0_reg1 {s0}_deactivated_the_anti-rambo_rule_for_light_infantry.
str_admin_set_mod_variable_rlb_rambo_distance_light_s0_reg1 {s0}_set_the_max_distance_between_players_before_rambo_for_light_infantry_to_{reg1}_meters.
str_admin_set_mod_variable_rlb_rambo_rifle_deactivated_s0_reg1 {s0}_deactivated_the_anti-rambo_rule_for_rifles.
str_admin_set_mod_variable_rlb_rambo_distance_rifle_s0_reg1 {s0}_set_the_max_distance_between_players_before_rambo_for_rifles_to_{reg1}_meters.
str_admin_set_mod_variable_rlb_rambo_cav_deactivated_s0_reg1 {s0}_deactivated_the_anti-rambo_rule_for_cavalry.
str_admin_set_mod_variable_rlb_rambo_distance_cav_s0_reg1 {s0}_set_the_max_distance_between_players_before_rambo_for_cavalry_to_{reg1}_meters.
str_admin_set_mod_variable_rlb_rambo_arty_deactivated_s0_reg1 {s0}_deactivated_the_anti-rambo_rule_for_artillery.
str_admin_set_mod_variable_rlb_rambo_distance_arty_s0_reg1 {s0}_set_the_max_distance_between_players_before_rambo_for_artillery_to_{reg1}_meters.
str_admin_set_mod_variable_rlb_rambo_others_deactivated_s0_reg1 {s0}_deactivated_the_anti-rambo_rule_for_other_classes.
str_admin_set_mod_variable_rlb_rambo_distance_others_s0_reg1 {s0}_set_the_max_distance_between_players_before_rambo_for_other_classes_to_{reg1}_meters.
str_admin_set_mod_variable_rlb_rambo_min_number_alive_s0_reg1 {s0}_set_the_minimum_number_of_allies_to_activate_the_anti-rambo_rule_to_{reg1}_players.
str_admin_set_mod_variable_rlb_rambo_time_between_attacks_s0_reg1 {s0}_set_the_time_before_the_only_survivor_of_a_unit_is_considered_rambo_if_he_doesn't_fight_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_rambo_respawn_time_penalty_s0_reg1 {s0}_set_the_respawn_time_for_rambo_players_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_rambo_tickets_penalty_s0_reg1 {s0}_set_the_cost_for_respawning_rambo_players_to_{reg1}_times_their_original_cost.
str_admin_set_mod_variable_ac_time_s0_reg1 {s0}_set_the_activation_time_for_All_Charge_mod_to_{reg1}_minute(s).
str_admin_set_mod_variable_ac_activated_s0_reg2 {s0}_activated_All_Charge_mod._It_will_be_on_in_{reg2}_minute(s).
str_admin_set_mod_variable_ac_deactivated_s0 {s0}_deactivated_All_Charge_mod.
str_admin_set_mod_variable_ac_no_cav_s0 {s0}_changed_All_Charge_mod_so_that_cavalry_must_dismount.
str_admin_set_mod_variable_ac_cav_ok_s0 {s0}_changed_All_Charge_mod_so_that_cavalry_can_stay_mounted.
str_admin_set_mod_variable_ac_shoot_no_reload_s0 {s0}_changed_All_Charge_mod_so_that_shooting_is_allowed_but_not_reloading.
str_admin_set_mod_variable_ac_no_shoot_s0 {s0}_changed_All_Charge_mod_so_that_shooting_is_not_allowed.
str_admin_set_mod_variable_ceremony_activated_s0 {s0}_activated_Ceremony_mod.
str_admin_set_mod_variable_ceremony_deactivated_s0 {s0}_deactivated_Ceremony_mod.
str_admin_set_mod_variable_ceremony_allow_off_damage_s0 {s0}_allowed_officers_to_do_damage_in_Ceremony_mod.
str_admin_set_mod_variable_ceremony_dont_allow_off_damage_s0 {s0}_set_officers'_damage_to_0_in_Ceremony_mod.
str_admin_set_mod_variable_secondary_faction_team1_s0_s1 {s0}_set_the_secondary_faction_for_Team_1_to_{s1}.
str_admin_set_mod_variable_secondary_faction_team2_s0_s1 {s0}_set_the_secondary_faction_for_Team_2_to_{s1}.
str_rankers Rankers
str_musicians Musicians
str_arty_trains Arty_trains
str_for_all_units For_all_units:
str_for_this_unit For_this_unit:
str_players_only Players_only
str_player_commanding_bots Player_commanding_bots
str_bot_commanding_bots Bot_commanding_bots
str_deactivate_unit Deactivate_unit
str_reg0_seconds_before_ac {reg0}_seconds_before_All_Charge
str_1_minute_before_ac 1_minute_before_All_Charge
str_reg0_minutes_before_ac {reg0}_minutes_before_All_Charge
str_ac_is_on All_Charge!
str_no_damage_ceremony You_did_no_damage_because_you_are_in_a_ceremony.
str_no_damage_ac Your_shot_did_no_damage_because_it's_All_Charge.
str_no_damage_cav_ac You_did_no_damage_because_you_must_dismount_during_All_Charge.
str_no_cannon_ac You_cannot_use_a_cannon_because_it's_All_Charge.
str_no_damage_oa Your_shot_did_no_damage_because_you_shot_an_officer.
str_no_damage_fic Your_shot_did_no_damage_because_your_unit_is_in_melee.
str_no_damage_fol Your_shot_did_no_damage_because_you_are_not_in_formation.
str_no_damage_rambo You_did_no_damage_because_you_are_too_far_from_your_allies.
str_no_damage_spawn_attacker You_did_no_damage_because_you_are_inside_the_spawn_area.
str_no_damage_spawn_defender You_did_no_damage_because_the_person_you_are_attacking_is_inside_the_spawn_area.
str_no_flag_on_horseback Players_on_horseback_are_not_allowed_to_carry_flags.
str_flag_captured_by_s0_for_reg0_tickets {s0}_captured_a_flag_for_{reg0}_tickets!
str_error_flag_reg0_unit_reg1_captured_invalid_flag_bearer_reg2 ERROR:_The_flag_{reg0}_of_unit_{reg1}_was_supposed_to_be_captured_by_the_invalid_flag_bearer_{reg2}!_Ignoring_the_capture.
str_mod_options_tab1 Appearance
str_mod_options_tab2 Controls
str_mod_options_tab3 Unit_stats
str_mod_options_tab4 Tab4
str_remove_plume Remove_my_shako's_plume
str_replace_bearskin_with_shako Replace_my_bearskin_with_a_shako
str_hide_player_status Hide_my_status
str_hide_interface Hide_the_interface
str_enable_mute_all Enable_mute_all_with_Ctrl_+_Q
str_switch_ship_controls Change_ship_controls_to_WASD
str_activate_unit_stats Activate_unit_statistics_mode
str_enable_unit_scoreboard Show_my_unit_scoreboard_with_Q
str_enable_display_kills Show_my_unit_kills_in_the_chat
str_send_kill_logs Auto_send_stats_in_the_logs_+_with_numpad_8
str_combo_tir Min_consecutive_shots_to_alert:
str_combo_cac Min_consecutive_melee_kills_to_alert:
str_unit_stats_add_medics Include_friendly_medics
str_unit_stats_add_sappers Include_friendly_sappers
str_mute_panel_tab1 Mute
str_mute_panel_tab2 Unmute
str_mute_panel_tab3 Never_mute
str_never_mute_add Add
str_never_mute_remove Remove
str_always_mute_panel_tab1 Server_mute
str_always_mute_panel_tab2 Unmute
str_player_name_s1_unique_id_reg0 {s1}_({reg0})
str_player_unique_id_reg0 {reg0}
str_admin_muted_player_s0_s1 {s0}_muted_{s1}.
str_admin_unmuted_player_s0_reg1 {s0}_unmuted_player_{reg1}.
str_attached_unit_s0 Attached_to_unit:_{s0}
str_no_unit_attached None
str_slay Slay
str_freeze Freeze
str_swap Swap_to_the_other_team
str_swap_spec Swap_to_spec
str_revive Revive
str_spawn Spawn
str_kick Kick
str_ban Ban
str_ban_temp Ban_temp
str_heal Heal
str_refill_ammo Refill_ammo
str_god_mode God_Mode
str_tp_bring Teleport_on_you
str_tp_to Teleport_to_his_position
str_beacon Beacon
str_mute Mute
str_unmute Unmute
str_never_mute Never_mute
str_status_none _
str_status_in_formation In_formation
str_status_out_of_formation Out_of_formation
str_status_in_melee In_melee
str_status_rambo Rambo
str_status_ac All_Charge
str_status_ceremony Ceremony
str_flag_status_not_enough_allies Not_enough_allies_around_your_flag
str_flag_status_enemies_too_close Enemies_are_too_close_to_your_flag
str_player_s1_send_wisper_s0 {s1}_whispers:_{s0}
str_you_wispered_to_s1_s0 You_whispered_to_{s1}:_{s0}
str_send_wisper_to_s1 Click_to_choose_a_recipient._Send_a_whisper_to:_{s1}
str_last_wisper_received_from_s1 Last_whisper_received_from_{s1}:
str_could_not_send_message Your_message_could_not_be_sent.
str_this_chat_is_deactivated This_chat_is_deactivated.
str_reply Reply
str_log_player_s1_wispered_to_player_s2_s0 Player_{s1}_whispered_to_Player_{s2}:_{s0}
str_admin_chat_silent Admin_silent_chat
str_player_s1_send_admin_silent_chat_s0 *Admin*_[{s1}]:_{s0}
str_officer_chat Officer_chat
str_player_s1_send_officer_chat_s0 *Officer*_[{s1}]:_{s0}
str_local_chat Proximity_chat
str_player_s1_send_local_chat_s0 *Proximity*_[{s1}]:_{s0}
str_client_different_version_reg0_reg1_reg2_reg3 Warning!_The_server_has_a_different_version_of_NWE!_Your_version:_NWE_{reg0}.{reg1},_server_version:_NWE_{reg2}.{reg3}
str_server_player_different_version_s0_reg0_reg1_reg2_reg3 Player_{s0}_joined_with_a_different_version_of_NWE!_Player_version:_NWE_{reg0}.{reg1},_server_version:_NWE_{reg2}.{reg3}
str_server_admin_player_different_version_s0_reg0_reg1_reg2_reg3 [SERVER]_Warning!_Player_{s0}_joined_with_a_different_version_of_NWE!_Player_version:_NWE_{reg0}.{reg1},_server_version:_NWE_{reg2}.{reg3}
str_client_should_update_mod Please_update_the_mod_to_avoid_any_incompatibility_issue!
str_server_should_update_mod The_server_is_running_on_an_older_version_of_the_mod,_incompatibility_issues_might_occur.
str_britain_short_name UK
str_france_short_name FR
str_prussia_short_name PR
str_russia_short_name RU
str_austria_short_name AU
str_rhine_short_name RH
str_ottoman_short_name OT
str_italy_short_name IT
str_spain_short_name ES
str_regiment_assignment Regiment_Assignment
str_regiment_name_for_s1 Regiment_name_for_{s1}:
str_mortar Mortar
str_crlb_warn_order_menu_keys Use_the_keys_F5-F9_and_7-8_to_give_orders.
str_crlb_pos_orders F5_=_Column_behind_me,_F6_=_Left_wing,_F7_=_Right_wing,_F8_=_Charge,_F9_=_Circle
str_crlb_rot_orders F5_=_Turn_to_the_front,_F6_=_Turn_left,_F7_=_Turn_right,_F8_=_Turn_back
str_crlb_mvt_orders F5_=_Follow_me,_F6_=_Hold_this_position
str_crlb_fire_orders F5_=_Shoulder_arm,_F6_=_Fire,_F7_=_Fire_at_will,_F8_=_Use_melee_weapons
str_crlb_flag_orders F5_=_Pick_up_our_flag,_F6_=_Drop_our_flag
str_crlb_col_orders F5_=_One_column,_F6_=_Two_columns,_F7_=_Three_columns,_F8_=_Run,_F9_=_March
str_crlb_pace_orders F5_=_Run,_F6_=_March
str_crlb_horse_orders F5_=_Mount,_F6_=_Dismount
str_crlb_arty_orders F5_=_Unlimber_the_cannon_here,_F6_=_Limber_the_cannon,_F7_=_Reload_the_cannon,_F8_=_Reload_the_cannon_with_canister,_F9_=_Fire_the_cannon,_7_=_Cancel_orders,_8_=_Abandon_all_cannons
str_crlb_pos_order_list_1 F5_-_Column_behind_me
str_crlb_pos_order_list_2 F6_-_Left_wing
str_crlb_pos_order_list_3 F7_-_Right_wing
str_crlb_pos_order_list_4 F8_-_Charge
str_crlb_pos_order_list_5 F9_-_Circle
str_crlb_rot_order_list_1 F5_-_Turn_to_the_front
str_crlb_rot_order_list_2 F6_-_Turn_left
str_crlb_rot_order_list_3 F7_-_Turn_right
str_crlb_rot_order_list_4 F8_-_Turn_back
str_crlb_mvt_order_list_1 F5_-_Follow_me
str_crlb_mvt_order_list_2 F6_-_Hold_this_position
str_crlb_fire_order_list_1 F5_-_Shoulder_arm
str_crlb_fire_order_list_2 F6_-_Fire
str_crlb_fire_order_list_3 F7_-_Fire_at_will
str_crlb_fire_order_list_4 F8_-_Use_melee_weapons
str_crlb_flag_order_list_1 F5_-_Pick_up_our_flag
str_crlb_flag_order_list_2 F6_-_Drop_our_flag
str_crlb_col_order_list_1 F5_-_One_column
str_crlb_col_order_list_2 F6_-_Two_columns
str_crlb_col_order_list_3 F7_-_Three_columns
str_crlb_pace_order_list_1 F8_-_Run
str_crlb_pace_order_list_2 F9_-_March
str_crlb_horse_order_list_1 F5_-_Mount
str_crlb_horse_order_list_2 F6_-_Dismount
str_crlb_arty_order_list_1 F5_-_Unlimber_the_cannon_here
str_crlb_arty_order_list_2 F6_-_Limber_the_cannon
str_crlb_arty_order_list_3 F7_-_Reload_the_cannon
str_crlb_arty_order_list_4 F8_-_Reload_the_cannon_with_canister
str_crlb_arty_order_list_5 F9_-_Fire_the_cannon
str_crlb_arty_order_list_6 7_-_Cancel_orders
str_crlb_arty_order_list_7 8_-_Abandon_all_cannons
str_unit_previous_page <--_Previous
str_unit_next_page Next_-->
str_page_reg0 Page_{reg0}
str_nwe_server_parameter_set_reg1 NWE_Parameter_to_set:_{reg1}
str_nwe_server_parameter_unchanged NWE_Parameter_was_not_changed,_the_game_will_use_the_default_value.
str_s40_killed_with_s44_s41_s47 {s40}_{s44}_{s41}_{s47}
str_s40_suicide {s40}_killed_himself.
str_s39_reg17_kills_tir {s39}_killed_{reg17}_in_consecutive_shots!
str_s39_reg18_kills_cac {s39}_killed_{reg18}_in_consecutive_melee!
str_init_stats_manual Manual_Stats_initialization
str_weapon_unknown unknown_{reg10}
str_weapon_fist ˑ
str_weapon_bayo ʵ
str_weapon_musket ɹ
str_weapon_pistol ʥ
str_weapon_sword ʶ
str_weapon_axe ˒
str_weapon_knife ˓
str_weapon_horsepike ˙
str_weapon_horse ˥
str_weapon_cannonball ˦
str_weapon_canister ˧
str_weapon_explosion ˨
str_weapon_headshot ˘
str_weapon_pebble ˕
str_weapon_mace ˔
str_weapon_bottle փ
str_weapon_shovel ˩
str_weapon_ramrod ֆ
str_weapon_cannon_lighter օ
str_weapon_spyglass spyglass
str_weapon_hammer hammer
str_weapon_banhammer ˫
str_weapon_holy_grenade ˪
str_weapon_sniper_rifle sniper_rifle
str_weapon_cannonball_launcher cannonball_launcher
str_weapon_shotgun shotgun
str_weapon_pike ˬ
str_weapon_flag ք
str_weapon_rocket rocket
str_weapon_pitchfork ˭
str_kills_tir Shots
str_kills_cac Melee
str_kills_total Total
str_rubans_tir Cons._shots
str_rubans_cac Cons._melee
str_tk TK
str_status Status
str_status_alive Alive
str_status_dead Dead
str_reg1_players {reg1}_players
str_1_player 1_player
str_begin_kill_logs ------------_Begin_of_kill_logs_------------
str_begin_kill_logs_manual ------------_Begin_of_kill_logs_(manual)_------------
str_end_kill_logs ------------_End_of_kill_logs_------------
str_player_kill_logs {s45},{s46},{reg20},{reg21},{reg22},{reg23},{reg24},{reg25}
str_player_details_logs {reg20},{reg21},{reg22},{reg23},{reg24},{reg25},{reg26},{reg27}
str_logs_hdr rank
str_logs_off off
str_logs_flag flag
str_logs_mus mus
str_logs_med med
str_logs_sap sap
str_logs_nco nco
str_detail_mort ₋
str_detail_kill ₊
str_detail_line ₀
str_detail_light ₁
str_detail_rifle ₂
str_detail_cav ₃
str_detail_arty ₄
str_detail_sapper ₅
str_detail_medic ₆
str_detail_general ₇
str_username_default Unknown_player
